movie_title,wiki_summary
Booty Call (1997),"Booty Call is a 1997 American buddy comedy film, written by J. Stanford Parker (credited as Bootsie) and Takashi Bufford, and directed by Jeff Pollack."
Bottle Rocket (1996),Bottle Rocket is a 1996 American crime comedy film directed by Wes Anderson in his feature film directorial debut.
Bound (1996),Bound is a 1996 American neo-noir crime thriller film written and directed by the Wachowskis in their feature film directorial debut.
Boxing Helena (1993),"Boxing Helena is a 1993 American mystery thriller and body horror film directed by Jennifer Lynch and starring Sherilyn Fenn, Julian Sands, and Bill Paxton."
Boy's Life 2 (1997),"Boys Life 2 is a compilation of four short films about being gay in America, released in 1997."
Boys (1996),Boys is a 1996 American film starring Winona Ryder and Lukas Haas.
Boys Life (1995),"Bad Boys is a 1995 American buddy cop action comedy film directed by Michael Bay in his feature directorial debut, produced by Don Simpson and Jerry Bruckheimer, and starring Martin Lawrence and Will Smith as two Miami narcotics detectives Marcus Burnett and Mike Lowrey."
Boys in Venice (1996),"The Return (Russian: Возвращение, romanized: Vozvrashcheniye) is a 2003 Russian coming-of-age drama film directed by Andrey Zvyagintsev and released internationally in 2004."
"Boys of St. Vincent, The (1993)",The Boys of St.
Boys on the Side (1995),Boys on the Side  is a 1995 American comedy-drama film directed by Herbert Ross (in his final film as a director).
"Boys, Les (1997)",Les Boys is a 1997 Quebec-made comedy film directed by Louis Saia.
"Brady Bunch Movie, The (1995)",The Brady Bunch Movie is a 1995 American comedy film that parodies the 1969–1974 television series The Brady Bunch.
Braindead (1992),"Braindead (also known as Dead Alive in North America) is a 1992 New Zealand zombie comedy splatter film directed by Peter Jackson, produced by Jim Booth, and written by Stephen Sinclair, Fran Walsh, and Jackson based on an original story idea by Sinclair."
Brassed Off (1996),"Brassed Off is a 1996 British comedy-drama film written and directed by Mark Herman and starring Pete Postlethwaite, Tara Fitzgerald and Ewan McGregor.The film is about the troubles faced by a colliery brass band, following the closure of their pit."
Braveheart (1995),"Braveheart is a 1995 American epic historical drama film directed by, produced by, and starring Mel Gibson."
Brazil (1985),"Brazil is a 1985 sci-fi dystopian dark comedy film directed by Terry Gilliam and written by Gilliam, Charles McKeown, and Tom Stoppard."
Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Italian: Pane e cioccolata) is a 1974 Italian comedy-drama film directed by Franco Brusati.
Breakdown (1997),Breakdown is a 1997 American thriller film directed and co-written by Jonathan Mostow.
Breakfast at Tiffany's (1961),"Breakfast at Tiffany's is a 1961 American romantic comedy film directed by Blake Edwards, written by George Axelrod, adapted from Truman Capote's 1958 novella of the same name, and starring Audrey Hepburn as Holly Golightly, a naïve, eccentric café society girl who falls in love with a struggling writer."
Breaking the Waves (1996),"Breaking the Waves is a 1996 psychological drama film directed and co-written by Lars von Trier and starring Emily Watson in her feature film acting debut, and with Stellan Skarsgård, a frequent collaborator with von Trier."
Bride of Frankenstein (1935),"Bride of Frankenstein is a 1935 American science fiction horror film, and the first sequel to Universal Pictures' 1931 film Frankenstein."
"Bridge on the River Kwai, The (1957)",The Bridge on the River Kwai is a 1957 epic war film directed by David Lean and based on the 1952 novel written by Pierre Boulle.
"Bridges of Madison County, The (1995)",The Bridges of Madison County is a 1995 American romantic drama based on the 1992 bestselling novel of the same name by Robert James Waller.
Bringing Up Baby (1938),"Bringing Up Baby is a 1938 American screwball comedy film directed by Howard Hawks, and starring Katharine Hepburn and Cary Grant."
Broken Arrow (1996),"Broken Arrow is a 1996 American action-thriller film directed by John Woo, written by Graham Yost, and starring John Travolta, Christian Slater, and Samantha Mathis."
Broken English (1996),Broken English is a 1996 New Zealand romantic drama film.
"Bronx Tale, A (1993)","A Bronx Tale is a 1993 American coming-of-age crime drama film directed by and starring Robert De Niro in his directorial debut and produced by Jane Rosenthal, adapted from Chazz Palminteri's 1989 play of the same name."
Brother Minister: The Assassination of Malcolm X (1994),"Malcolm X, an African American Muslim minister and human rights activist who was a popular figure during the civil rights movement, was shot multiple times and died from his wounds in Manhattan, New York City on February 21, 1965 at age 39."
"Brother's Kiss, A (1997)",A Brother's Kiss is a 1997 American independent drama film written and directed by Seth Zvi Rosenfeld and starring Nick Chinlund and Michael Raynor.
"Brothers McMullen, The (1995)","The Brothers McMullen is a 1995 American comedy-drama film written, directed, produced by, and starring Edward Burns."
"Browning Version, The (1994)","The Browning Version is a 1994 British drama film directed by Mike Figgis, written by Ronald Harwood, and starring Albert Finney, Greta Scacchi, and Matthew Modine."
Buddy (1997),"Buddy is a 1997 American family comedy drama film written and directed by Caroline Thompson, produced by Jim Henson Pictures and American Zoetrope, and released by Columbia Pictures on June 6, 1997."
Bulletproof (1996),"Bulletproof is a 1996 American buddy cop action comedy film directed by Ernest Dickerson and starring Damon Wayans and Adam Sandler.Released theatrically in the United States by Universal Pictures on September 6, 1996, Bulletproof was panned by critics and grossed $22.6 million worldwide."
Bullets Over Broadway (1994),"Bullets Over Broadway is a 1994 American black comedy crime film directed by Woody Allen, written by Allen and Douglas McGrath and starring an ensemble cast including John Cusack, Dianne Wiest, Chazz Palminteri, and Jennifer Tilly."
Burnt By the Sun (1994),"Burnt by the Sun (Russian: Утомлённые солнцем, translit."
Burnt Offerings (1976),"Burnt Offerings is a 1976 American supernatural horror film co-written and directed by Dan Curtis and starring Karen Black, Oliver Reed, Bette Davis, and Lee H. Montgomery, with Eileen Heckart, Burgess Meredith and Anthony James in supporting roles."
Bushwhacked (1995),"Bushwhacked is a 1995 American adventure comedy, film starring Daniel Stern, Jon Polito, Anthony Heald and Brad Sullivan."
Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid is a 1969 American Western buddy film directed by George Roy Hill and written by William Goldman.
"Butcher Boy, The (1998)",The Butcher Boy is a 1997 Irish black comedy film directed by Neil Jordan.
Butterfly Kiss (1995),"Butterfly Kiss (alternative title Killer on the Road) is a 1995 British film, directed by Michael Winterbottom and written by Frank Cottrell Boyce."
"Bye Bye, Love (1995)",Bye Bye Love is a 1995 American romantic comedy film that deals with the central issue of divorce.
Cabin Boy (1994),"Cabin Boy is a 1994 American fantasy comedy film directed by Adam Resnick, co-produced by Tim Burton, and starring comedian Chris Elliott."
"Cable Guy, The (1996)","The Cable Guy is a 1996 American black comedy thriller film directed by Ben Stiller, written by Lou Holtz Jr."
Calendar Girl (1993),"Calendar Girl is a 1993 American comedy-drama film starring Jason Priestley, Gabriel Olds, and Jerry O'Connell."
Canadian Bacon (1994),"John Franklin Candy (October 31, 1950 – March 4, 1994) was a Canadian actor and comedian who is best known for his work in Hollywood films."
"Candidate, The (1972)","The Candidate is a 1972 American political comedy-drama film starring Robert Redford and Peter Boyle, and directed by Michael Ritchie."
Candyman (1992),"Candyman is a 1992 American   gothic supernatural horror film, written and directed by Bernard Rose and starring Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, and Vanessa E. Williams."
Candyman: Farewell to the Flesh (1995),"Candyman: Farewell to the Flesh is a 1995 American supernatural slasher film directed by Bill Condon and starring Tony Todd, Kelly Rowan, William O'Leary, Bill Nunn, Matt Clark and Veronica Cartwright."
Cape Fear (1991),Cape Fear is a 1991 American psychological thriller film directed by Martin Scorsese.
Captives (1994),Captives is a 1994 British romantic crime drama film directed by Angela Pope and written by the Dublin screenwriter Frank Deasy.
Career Girls (1997),"Career Girls is a 1997 British comedy-drama film written and directed by Mike Leigh which tells the story of two women, who reunite after six years apart."
Careful (1992),Careful is a 1992 Canadian film directed by Guy Maddin.
Carlito's Way (1993),"Carlito's Way is a 1993 American crime drama film directed by Brian De Palma, based on the novels Carlito's Way (1975) and After Hours (1979) by Judge Edwin Torres."
Carmen Miranda: Bananas Is My Business (1994),Carmen Miranda: Bananas is My Business is a 1995 documentary filmed and directed by Helena Solberg.
Caro Diario (Dear Diary) (1994),"Caro diario (lit. 'Dear diary') is a 1993 Italian-French semi-autobiographical comedy film written, directed and co-produced by Nanni Moretti, who also stars as himself."
Carpool (1996),"Carpool is a 1996 American comedy film directed by Arthur Hiller, written by Don Rhymer, starring Tom Arnold and David Paymer."
Carrie (1976),"Carrie is a 1976 American supernatural horror film directed by Brian De Palma from a screenplay written by Lawrence D. Cohen, adapted from Stephen King's 1974 epistolary novel of the same name."
Carried Away (1996),Carried Away (also known as Acts of Love) is a 1996 American English language film directed by Brazilian Bruno Barreto.
Carrington (1995),"Carrington is a 1995 British biographical film written and directed by Christopher Hampton about the life of the English painter Dora Carrington (1893–1932), who was known simply as ""Carrington""."
Casablanca (1942),"Casablanca is a 1942 American romantic drama film directed by Michael Curtiz and starring Humphrey Bogart, Ingrid Bergman, and Paul Henreid."
Casino (1995),"Casino is a 1995 epic crime film directed by Martin Scorsese, adapted by Scorsese and Nicholas Pileggi from the latter's nonfiction book Casino: Love and Honor in Las Vegas."
Casper (1995),"Casper is a 1995 American supernatural comedy-drama film directed by Brad Silberling, in his feature film directorial debut, based on the Harvey Comics cartoon character Casper the Friendly Ghost created by Seymour Reit and Joe Oriolo."
Castle Freak (1995),Castle Freak is a 1995 American direct-to-video horror film directed by Stuart Gordon.
Cat People (1982),"Cat People is a 1982 American supernatural horror film directed by Paul Schrader and starring Nastassja Kinski, Malcolm McDowell, John Heard, and Annette O'Toole."
Cat on a Hot Tin Roof (1958),"Cat on a Hot Tin Roof is a 1958 American drama film directed by Richard Brooks, who co-wrote the screenplay with James Poe, based on the 1955 Pulitzer Prize-winning play of the same name by Tennessee Williams."
Catwalk (1995),"Catwalk is a 1995 American documentary film by Robert Leacock, following model Christy Turlington during Spring Fashion Week in Milan, Paris and New York City."
Caught (1996),Caught is a 1996 erotic thriller film about a drifter who disrupts the simple life of a fish market owner and his wife.
